,gender,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,ChurnYes
3941,Male,19,No,No phone service,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.068656716,0.051875144,0
3942,Male,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),0.019900498,0.017989845,0
3943,Male,1,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.245273632,0.002780983,1
3944,Male,1,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.256218905,0.002907916,0
3945,Female,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.019900498,0.017718671,0
3946,Female,3,No,No phone service,DSL,Yes,No,Yes,No,Month-to-month,Mailed check,0.15920398,0.013910685,1
3947,Female,9,No,No phone service,DSL,Yes,No,Yes,Yes,Month-to-month,Mailed check,0.400497512,0.060125779,1
3948,Female,5,Yes,No,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),0.373631841,0.032494807,0
3949,Female,56,Yes,No,Fiber optic,No,No,No,Yes,One year,Bank transfer (automatic),0.702985075,0.57110547,0
3950,Female,18,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.392039801,0.112381722,0
3951,Male,49,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.775621891,0.542285945,1
3952,Male,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Mailed check,0.605970149,0.63670667,0
3953,Female,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Credit card (automatic),0.893532338,0.898661435,0
3954,Female,6,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.558706468,0.047922917,1
3955,Male,17,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.761691542,0.178294484,0
3956,Male,29,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.275124378,0.151580891,0
3957,Female,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.866169154,0.060743134,1
3958,Male,63,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,Electronic check,0.839303483,0.724434572,0
3959,Male,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.553233831,0.146018925,1
3960,Male,59,Yes,No,DSL,No,No,No,Yes,One year,Bank transfer (automatic),0.428855721,0.418497577,0
3961,Female,3,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.391044776,0.016460882,0
3962,Female,8,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.109452736,0.024019155,0
3963,Female,7,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.659701493,0.072472883,1
3964,Female,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.013432836,0.16418763,0
3965,Female,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Credit card (automatic),0.930348259,0.864585737,0
3966,Female,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Electronic check,0.878109453,0.646555504,0
3967,Male,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.890049751,0.911723979,0
3968,Female,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.010447761,0.066282022,0
3969,Female,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.017910448,0.162110547,0
3970,Male,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.514427861,0.005902377,0
3971,Male,42,Yes,No,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),0.452238806,0.316703208,0
3972,Female,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.064676617,0.077694438,1
3973,Male,45,Yes,No,DSL,Yes,No,No,No,Month-to-month,Bank transfer (automatic),0.324875622,0.263068313,0
3974,Female,43,No,No phone service,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),0.419402985,0.302532887,0
3975,Male,37,Yes,Yes,DSL,Yes,No,No,Yes,One year,Mailed check,0.606965174,0.333833372,0
3976,Female,20,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.672139303,0.197172859,1
3977,Female,4,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.061691542,0.007823679,1
3978,Male,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.913930348,0.77162474,0
3979,Male,3,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Mailed check,0.720895522,0.025253866,0
3980,Male,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.070149254,0.190808908,0
3981,Male,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.870149254,0.341645511,1
3982,Female,8,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.666169154,0.078115624,0
3983,Male,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.060696517,0.188760674,0
3984,Male,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.059701493,0.000628895,1
3985,Female,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.068159204,0.212214401,0
3986,Male,16,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),0.36119403,0.093041772,0
3987,Male,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Mailed check,0.77960199,0.739147242,0
3988,Female,11,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.57960199,0.094524579,1
3989,Male,51,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,Credit card (automatic),0.625870647,0.473967228,0
3990,Female,8,No,No phone service,DSL,Yes,No,No,Yes,Month-to-month,Electronic check,0.201492537,0.036002769,0
3991,Male,14,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.74278607,0.152163628,0
3992,Female,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,0.748756219,0.039626125,1
3993,Female,70,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Mailed check,0.66119403,0.689158781,0
3994,Female,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Electronic check,0.475124378,0.562277868,0
3995,Female,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Credit card (automatic),0.828358209,0.617851373,1
3996,Male,28,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),0.563681592,0.23652781,1
3997,Male,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.024875622,0.054033003,0
3998,Female,69,Yes,No,DSL,No,Yes,No,Yes,Two year,Credit card (automatic),0.429850746,0.474544196,0
3999,Male,42,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,0.360696517,0.263368336,0
4000,Female,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.510945274,0.013022156,1
4001,Female,39,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.810945274,0.463558735,0
4002,Male,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.910447761,0.563333718,0
4003,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.622885572,0.658741057,0
4004,Female,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.02039801,0.083573736,0
4005,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.493034826,0.552255943,0
4006,Male,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.057711443,0.000605816,1
4007,Male,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.015422886,0.161072006,0
4008,Male,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.074129353,0.164418417,0
4009,Female,51,No,No phone service,DSL,No,No,Yes,Yes,One year,Electronic check,0.377114428,0.332350565,0
4010,Male,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.681094527,0.610512347,0
4011,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.021393035,0.00018463,0
4012,Female,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.013930348,0.049936534,0
4013,Female,1,Yes,No,DSL,No,Yes,No,No,Month-to-month,Electronic check,0.321393035,0.003663743,1
4014,Female,2,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,Mailed check,0.35920398,0.011337411,0
4015,Female,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Credit card (automatic),0.894029851,0.671647819,0
4016,Female,36,Yes,Yes,DSL,Yes,No,No,No,One year,Mailed check,0.360199005,0.216328179,0
4017,Female,1,Yes,No,DSL,No,No,No,No,Month-to-month,Mailed check,0.269651741,0.003063697,0
4018,Female,28,Yes,Yes,DSL,Yes,No,No,No,One year,Mailed check,0.405472637,0.188743365,0
4019,Female,7,Yes,No,DSL,Yes,Yes,No,No,One year,Electronic check,0.509452736,0.052879068,0
4020,Male,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.818905473,0.16117586,1
4021,Male,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.464676617,0.522409416,0
4022,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.02238806,0.000196169,1
4023,Female,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.005970149,0.01666282,0
4024,Male,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.015422886,0.095903531,0
4025,Female,7,No,No phone service,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.067661692,0.019749596,0
4026,Male,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.562686567,0.034975767,1
4027,Male,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.955721393,0.927734826,0
4028,Female,20,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.061691542,0.05354258,1
4029,Male,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.904975124,0.811325871,0
4030,Female,56,No,No phone service,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.266666667,0.293249481,0
4031,Female,5,Yes,No,DSL,No,No,Yes,No,Month-to-month,Mailed check,0.325870647,0.030925456,0
4032,Female,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.917412935,0.918959151,0
4033,Male,68,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.660696517,0.653681052,0
4034,Male,67,Yes,No,DSL,Yes,Yes,Yes,No,One year,Mailed check,0.415920398,0.458717978,0
4035,Male,8,Yes,No,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.262686567,0.04042811,0
4036,Male,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),0.746268657,0.532298638,0
4037,Female,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.019900498,0.044213016,0
4038,Female,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.071641791,0.174849988,0
4039,Female,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.023383085,0.123955689,0
4040,Male,7,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.754726368,0.078756058,0
4041,Male,59,No,No phone service,DSL,Yes,No,No,No,One year,Mailed check,0.164676617,0.226344334,0
4042,Male,46,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),0.422885572,0.331710132,0
4043,Male,5,Yes,No,DSL,No,Yes,No,No,Month-to-month,Electronic check,0.329353234,0.028098315,0
4044,Male,59,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),0.455721393,0.446347796,0
4045,Female,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.662189055,0.68067736,0
4046,Female,14,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.524875622,0.103300254,1
4047,Female,44,Yes,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,0.317412935,0.244668821,0
4048,Female,64,Yes,Yes,Fiber optic,Yes,No,No,No,Two year,Credit card (automatic),0.759701493,0.684271867,0
4049,Female,58,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Mailed check,0.412935323,0.416057004,0
4050,Female,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,Electronic check,0.815920398,0.546393953,0
4051,Male,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.802487562,0.66488576,0
4052,Female,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Credit card (automatic),0.790547264,0.790549273,0
4053,Female,30,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.219402985,0.133181399,1
4054,Male,11,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),0.417910448,0.074330718,0
4055,Female,34,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Electronic check,0.378109453,0.201609739,0
4056,Male,54,No,No phone service,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),0.278109453,0.278461805,0
4057,Female,3,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Electronic check,0.321890547,0.015756981,1
4058,Female,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.066169154,0.212370182,0
4059,Female,40,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.662686567,0.378981075,1
4060,Female,2,Yes,No,DSL,No,No,No,Yes,Month-to-month,Mailed check,0.472139303,0.013333718,1
4061,Male,54,Yes,Yes,DSL,No,No,No,Yes,Two year,Credit card (automatic),0.448756219,0.391218555,0
4062,Female,14,Yes,No,DSL,Yes,No,No,No,Month-to-month,Bank transfer (automatic),0.316915423,0.079702285,0
4063,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.519900498,0.005965844,1
4064,Female,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.762189055,0.107852527,1
4065,Female,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Electronic check,0.317412935,0.003617586,0
4066,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.014925373,0.000109624,1
4067,Male,56,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),0.461691542,0.420811216,0
4068,Female,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.610447761,0.634318024,0
4069,Female,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.012437811,0.029217632,0
4070,Male,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,Two year,Electronic check,0.808955224,0.767274406,0
4071,Male,55,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.554726368,0.465451189,0
4072,Female,16,No,No phone service,DSL,Yes,No,No,No,Month-to-month,Electronic check,0.205472637,0.074498038,0
4073,Male,9,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.609950249,0.080746596,0
4074,Male,14,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,0.469651741,0.10602354,1
4075,Male,58,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.800497512,0.668566813,1
4076,Male,53,No,No phone service,DSL,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),0.279104478,0.291720517,0
4077,Male,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Two year,Credit card (automatic),0.806965174,0.799180706,0
4078,Female,14,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.771641791,0.15318486,0
4079,Male,22,Yes,No,DSL,Yes,No,Yes,No,One year,Bank transfer (automatic),0.490049751,0.176003923,1
4080,Female,10,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Credit card (automatic),0.5960199,0.086123933,0
4081,Female,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.078109453,0.077746365,0
4082,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.510945274,0.005861989,1
4083,Male,49,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,Electronic check,0.657711443,0.466253173,1
4084,Female,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.815422886,0.78846642,1
4085,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.595024876,0.006837064,1
4086,Female,30,No,No phone service,DSL,No,No,Yes,Yes,One year,Credit card (automatic),0.219900498,0.134808447,0
4087,Female,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),0.606467662,0.621174706,0
4088,Female,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.026368159,0.026332795,0
4089,Male,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.550746269,0.057835218,1
4090,Female,9,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.562189055,0.079367644,1
4091,Female,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.314925373,0.003588738,0
4092,Female,20,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),0.5039801,0.155960074,0
4093,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.019900498,0.000167321,0
4094,Female,29,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.574626866,0.253456035,0
4095,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.554726368,0.006369721,0
4096,Male,3,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Mailed check,0.637313433,0.022570967,0
4097,Female,20,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),0.707960199,0.213749135,0
4098,Male,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),0.804975124,0.709946919,0
4099,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.019402985,0.000161551,1
